date,symbol,equity,cash,positions
2026-05-11,BBAI,100000.0,100000.0,0
2026-05-12,BBAI,100000.0,100000.0,0
2026-05-13,BBAI,100000.0,100000.0,0
2026-05-14,BBAI,100000.0,100000.0,0
2026-05-15,BBAI,100000.0,100000.0,0
2026-05-18,BBAI,100000.0,100000.0,0
2026-05-19,BBAI,100000.0,100000.0,0
2026-05-20,BBAI,100000.0,100000.0,0
2026-05-21,BBAI,100000.0,100000.0,0
2026-05-22,BBAI,100000.0,100000.0,0
2026-05-26,BBAI,100000.0,100000.0,0
2026-05-27,BBAI,100000.0,100000.0,0
2026-05-28,BBAI,100000.0,100000.0,0
2026-05-29,BBAI,100000.0,100000.0,0
2026-06-01,BBAI,100000.0,100000.0,0
2026-06-02,BBAI,100000.0,100000.0,0
2026-06-03,BBAI,100000.0,100000.0,0
2026-06-04,BBAI,100000.0,100000.0,0
2026-06-05,BBAI,100000.0,100000.0,0
2026-06-08,BBAI,100000.0,100000.0,0
