timestamp,symbol,side,qty,entry_price,exit_price,pnl,pnl_pct,exit_reason,strategy
2020-02-27T05:00:00+00:00,AAPL,buy,143,69.5783050918579,65.99566455459595,-512.32,-5.15,stop_loss,RSI_SMA
2020-03-02T05:00:00+00:00,AAPL,buy,150,66.06169323348999,72.09771454238891,905.4,9.14,take_profit,RSI_SMA
2020-04-14T04:00:00+00:00,AAPL,sell,152,65.93052685165405,69.32950063705444,-516.64,-5.16,stop_loss,RSI_SMA
2020-04-30T04:00:00+00:00,AAPL,sell,160,68.27581205749512,70.95981673049927,-429.44,-3.93,stop_loss,RSI_SMA
2020-05-20T04:00:00+00:00,AAPL,sell,160,75.03160300445558,77.31049414443969,-364.62,-3.04,stop_loss,RSI_SMA
2020-06-05T04:00:00+00:00,AAPL,sell,170,77.23322228622438,80.28201853179931,-518.3,-3.95,stop_loss,RSI_SMA
2020-06-09T04:00:00+00:00,AAPL,sell,180,80.20177663421632,83.30681508636474,-558.91,-3.87,stop_loss,RSI_SMA
2020-06-10T04:00:00+00:00,AAPL,sell,190,83.22354990386964,85.45008283996582,-423.04,-2.68,stop_loss,RSI_SMA
2020-06-23T04:00:00+00:00,AAPL,sell,203,85.36467546081543,88.76551383590697,-690.37,-3.98,stop_loss,RSI_SMA
2020-07-06T04:00:00+00:00,AAPL,sell,214,88.67679268264772,90.53823508071899,-398.35,-2.1,stop_loss,RSI_SMA
2020-07-08T04:00:00+00:00,AAPL,sell,231,90.44774209213257,92.35941193771362,-441.6,-2.11,stop_loss,RSI_SMA
2020-07-15T04:00:00+00:00,AAPL,sell,248,92.26709868240357,94.66737381362914,-595.27,-2.6,stop_loss,RSI_SMA
2020-07-24T04:00:00+00:00,AAPL,sell,266,94.57275374984742,89.71728342819213,1291.56,5.13,take_profit,RSI_SMA
2020-08-06T04:00:00+00:00,AAPL,sell,261,106.51229948425294,110.33870348739623,-998.69,-3.59,stop_loss,RSI_SMA
2020-08-20T04:00:00+00:00,AAPL,sell,276,110.2284199256897,114.7810098953247,-1256.51,-4.13,stop_loss,RSI_SMA
2020-08-21T04:00:00+00:00,AAPL,sell,291,114.66628624725342,120.69595319366455,-1754.63,-5.26,stop_loss,RSI_SMA
2020-08-31T04:00:00+00:00,AAPL,sell,303,120.57531755828857,125.22798797607422,-1409.76,-3.86,stop_loss,RSI_SMA
2020-09-01T04:00:00+00:00,AAPL,sell,320,125.10282257080078,130.21612227630615,-1636.26,-4.09,stop_loss,RSI_SMA
2020-09-03T04:00:00+00:00,AAPL,sell,337,130.08597122955322,117.30903719329834,4305.83,9.82,take_profit,RSI_SMA
